,date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
195,2014-03-01,Mar 2014,AMR,Region of the Americas,Saint Lucia,LCA,,,,,,,,,,
196,2014-03-01,Mar 2014,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
197,2014-03-01,Mar 2014,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,,,,,,,,,,
198,2014-03-01,Mar 2014,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
199,2014-03-01,Mar 2014,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
200,2014-03-01,Mar 2014,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
201,2014-03-01,Mar 2014,AMR,Region of the Americas,Turks and Caicos Islands,TCA,,,,,,,,,,
202,2014-03-01,Mar 2014,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
203,2014-03-01,Mar 2014,AMR,Region of the Americas,United States of America,USA,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1764669118069653,0.0,0.1764669118069653
204,2014-03-01,Mar 2014,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
205,2014-03-01,Mar 2014,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,3629.0,0.0,9.0,0.0,0.0,0.002480022044640397,0.0,0.00101598380153068,0.001134631561994674,0.004702611108619019
206,2014-03-01,Mar 2014,SEAR,South-East Asia Region,Thailand,THA,1010.0,,,,,,,,,
207,2014-04-01,Apr 2014,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
208,2014-04-01,Apr 2014,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
209,2014-04-01,Apr 2014,AMR,Region of the Americas,Argentina,ARG,598.0,15.0,0.0,0.0,0.0,0.0,0.0,0.006149707404347056,0.0,0.006149707404347056
210,2014-04-01,Apr 2014,AMR,Region of the Americas,Aruba,ABW,,,,,,,,,,
211,2014-04-01,Apr 2014,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
212,2014-04-01,Apr 2014,AMR,Region of the Americas,Barbados,BRB,77.0,18.0,,0.0,0.0,,0.0,0.04677806816040408,,
213,2014-04-01,Apr 2014,AMR,Region of the Americas,Belize,BLZ,175.0,10.0,,,,,,,,
214,2014-04-01,Apr 2014,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
215,2014-04-01,Apr 2014,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,5913.0,707.0,99.0,0.0,0.0,0.0167427701674277,0.0,0.0006236646410735906,0.01362798498433817,0.02034650742414001
216,2014-04-01,Apr 2014,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
217,2014-04-01,Apr 2014,AMR,Region of the Americas,Brazil,BRA,170536.0,71010.0,189.0,109.0,0.000639161232818877,0.001108270394520805,0.0005248463514652013,0.0007709678418677583,0.0009559634500185967,0.001277924114950249
218,2014-04-01,Apr 2014,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
219,2014-04-01,Apr 2014,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
220,2014-04-01,Apr 2014,AMR,Region of the Americas,Cayman Islands,CYM,,,,,,,,,,
221,2014-04-01,Apr 2014,AMR,Region of the Americas,Chile,CHL,,,,,,,,,,
222,2014-04-01,Apr 2014,AMR,Region of the Americas,Colombia,COL,9435.0,4114.0,207.0,9.0,0.0009538950715421304,0.021939586645469,0.0004362713964544147,0.001810014202403818,0.01907911096498549,0.0251002244878914
223,2014-04-01,Apr 2014,AMR,Region of the Americas,Costa Rica,CRI,424.0,,,0.0,0.0,,0.0,0.008662450280730982,,
224,2014-04-01,Apr 2014,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
225,2014-04-01,Apr 2014,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
226,2014-04-01,Apr 2014,AMR,Region of the Americas,Dominica,DMA,,,,,,,,,,
227,2014-04-01,Apr 2014,AMR,Region of the Americas,Dominican Republic,DOM,508.0,,21.0,1.0,0.001968503937007874,0.04133858267716536,4.983696279079199e-05,0.01091857774911675,0.02576832546826422,0.06249825053372271
228,2014-04-01,Apr 2014,AMR,Region of the Americas,Ecuador,ECU,2433.0,2433.0,7.0,0.0,0.0,0.002877106452938759,0.0,0.001515036725874308,0.00115750420016905,0.005918899604955788
229,2014-04-01,Apr 2014,AMR,Region of the Americas,El Salvador,SLV,2948.0,1149.0,26.0,0.0,0.0,0.008819538670284939,0.0,0.001250533391998658,0.005769073365117403,0.0128961368057805
230,2014-04-01,Apr 2014,AMR,Region of the Americas,French Guiana,GUF,0.0,102.0,0.0,0.0,,,0.0,1.0,0.0,1.0
231,2014-04-01,Apr 2014,AMR,Region of the Americas,Grenada,GRD,,,,,,,,,,
232,2014-04-01,Apr 2014,AMR,Region of the Americas,Guadeloupe,GLP,0.0,339.0,0.0,0.0,,,0.0,1.0,0.0,1.0
233,2014-04-01,Apr 2014,AMR,Region of the Americas,Guatemala,GTM,611.0,46.0,3.0,1.0,0.001636661211129296,0.004909983633387889,4.143581579157688e-05,0.009084850835387459,0.001013703499107069,0.01428147417990999
234,2014-04-01,Apr 2014,AMR,Region of the Americas,Guyana,GUY,,,,,,,,,,
235,2014-04-01,Apr 2014,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
236,2014-04-01,Apr 2014,AMR,Region of the Americas,Honduras,HND,994.0,,153.0,0.0,0.0,0.1539235412474849,0.0,0.003704268539353137,0.1320373449897934,0.177881298231425
237,2014-04-01,Apr 2014,AMR,Region of the Americas,Jamaica,JAM,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2470526380004709,0.0,0.2470526380004709
238,2014-04-01,Apr 2014,AMR,Region of the Americas,Martinique,MTQ,0.0,411.0,0.0,2.0,inf,,,,0.0,1.0
239,2014-04-01,Apr 2014,AMR,Region of the Americas,Mexico,MEX,5234.0,951.0,278.0,0.0,0.0,0.05311425296140619,0.0,0.0007045433346872994,0.04719380300722141,0.05953902331677341
240,2014-04-01,Apr 2014,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
241,2014-04-01,Apr 2014,AMR,Region of the Americas,Nicaragua,NIC,1667.0,48.0,0.0,0.0,0.0,0.0,0.0,0.00221043847025933,0.0,0.00221043847025933
242,2014-04-01,Apr 2014,AMR,Region of the Americas,Panama,PAN,841.0,2031.0,4.0,2.0,0.002378121284185493,0.004756242568370986,0.0002881313850463289,0.00856394872749966,0.00129739059743283,0.01213274390091201
243,2014-04-01,Apr 2014,AMR,Region of the Americas,Paraguay,PRY,1830.0,248.0,0.0,0.0,0.0,0.0,0.0,0.002013750800157379,0.0,0.002013750800157379
244,2014-04-01,Apr 2014,AMR,Region of the Americas,Peru,PER,1576.0,1557.0,10.0,9.0,0.005710659898477157,0.006345177664974619,0.002614503020219506,0.01081281649969257,0.003046828572194978,0.0116379554356334
245,2014-04-01,Apr 2014,AMR,Region of the Americas,Puerto Rico,PRI,436.0,26.0,0.0,0.0,0.0,0.0,0.0,0.008425041423099189,0.0,0.008425041423099189
246,2014-04-01,Apr 2014,AMR,Region of the Americas,Saint Barthélemy,BLM,0.0,17.0,0.0,0.0,,,0.0,1.0,0.0,1.0
247,2014-04-01,Apr 2014,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,,,,,,,,,,
248,2014-04-01,Apr 2014,AMR,Region of the Americas,Saint Lucia,LCA,,,,,,,,,,
249,2014-04-01,Apr 2014,AMR,Region of the Americas,Saint Martin (French part),MAF,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0307780960741445,0.0,0.0307780960741445
250,2014-04-01,Apr 2014,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,,,,,,,,,,
251,2014-04-01,Apr 2014,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
252,2014-04-01,Apr 2014,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
253,2014-04-01,Apr 2014,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
254,2014-04-01,Apr 2014,AMR,Region of the Americas,Turks and Caicos Islands,TCA,,,,,,,,,,
255,2014-04-01,Apr 2014,AMR,Region of the Americas,United States Virgin Islands,VIR,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
256,2014-04-01,Apr 2014,AMR,Region of the Americas,United States of America,USA,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.1157033082220278,0.0,0.1157033082220278
257,2014-04-01,Apr 2014,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
258,2014-04-01,Apr 2014,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,3633.0,0.0,27.0,0.0,0.0,0.007431874483897605,0.0,0.001014865752443578,0.004903198857853262,0.01079469563656166
259,2014-04-01,Apr 2014,SEAR,South-East Asia Region,Thailand,THA,770.0,,,,,,,,,
260,2014-05-01,May 2014,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
261,2014-05-01,May 2014,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
262,2014-05-01,May 2014,AMR,Region of the Americas,Argentina,ARG,566.0,378.0,0.0,0.0,0.0,0.0,0.0,0.006496262322437576,0.0,0.006496262322437576
263,2014-05-01,May 2014,AMR,Region of the Americas,Aruba,ABW,,,,,,,,,,
264,2014-05-01,May 2014,AMR,Region of the Americas,Bahamas,BHS,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429
265,2014-05-01,May 2014,AMR,Region of the Americas,Barbados,BRB,73.0,11.0,,0.0,0.0,,0.0,0.04927706089585926,,
266,2014-05-01,May 2014,AMR,Region of the Americas,Belize,BLZ,96.0,2.0,,,,,,,,
267,2014-05-01,May 2014,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
268,2014-05-01,May 2014,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,2695.0,252.0,37.0,0.0,0.0,0.0137291280148423,0.0,0.001367850078490819,0.009684501330718619,0.01887456685014277
269,2014-05-01,May 2014,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
270,2014-05-01,May 2014,AMR,Region of the Americas,Brazil,BRA,98768.0,41210.0,113.0,62.0,0.000627733678924348,0.001144095253523408,0.0004813126251855746,0.0008046550242768041,0.0009429865322249343,0.001375358839453235
271,2014-05-01,May 2014,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
272,2014-05-01,May 2014,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
273,2014-05-01,May 2014,AMR,Region of the Americas,Cayman Islands,CYM,,,,,,,,,,
274,2014-05-01,May 2014,AMR,Region of the Americas,Chile,CHL,,,,,,,,,,
275,2014-05-01,May 2014,AMR,Region of the Americas,Colombia,COL,7347.0,4677.0,171.0,5.0,0.0006805498843065196,0.02327480604328297,0.0002210084437904018,0.001587455781473021,0.01994928893325268,0.0269855789676724
276,2014-05-01,May 2014,AMR,Region of the Americas,Costa Rica,CRI,563.0,,,0.0,0.0,,0.0,0.006530765004501274,,
277,2014-05-01,May 2014,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
278,2014-05-01,May 2014,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
279,2014-05-01,May 2014,AMR,Region of the Americas,Dominica,DMA,,,,,,,,,,
280,2014-05-01,May 2014,AMR,Region of the Americas,Dominican Republic,DOM,597.0,,31.0,3.0,0.005025125628140704,0.05192629815745393,0.001037503020604411,0.01461476454483834,0.03555049754773699,0.07289841247858364
281,2014-05-01,May 2014,AMR,Region of the Americas,Ecuador,ECU,2044.0,2044.0,3.0,0.0,0.0,0.001467710371819961,0.0,0.001803107989121637,0.0003027794980875898,0.004283225040052824
282,2014-05-01,May 2014,AMR,Region of the Americas,El Salvador,SLV,3259.0,1056.0,7.0,0.0,0.0,0.002147898128260202,0.0,0.001131264961781861,0.0008639888834715047,0.004420452687287206
283,2014-05-01,May 2014,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
284,2014-05-01,May 2014,AMR,Region of the Americas,Grenada,GRD,,,,,,,,,,
285,2014-05-01,May 2014,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
286,2014-05-01,May 2014,AMR,Region of the Americas,Guatemala,GTM,655.0,129.0,0.0,2.0,0.003053435114503817,0.0,0.0003699993025483577,0.01098615374381395,0.0,0.005616047739890512
287,2014-05-01,May 2014,AMR,Region of the Americas,Guyana,GUY,,,,,,,,,,
288,2014-05-01,May 2014,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
289,2014-05-01,May 2014,AMR,Region of the Americas,Honduras,HND,1390.0,,113.0,0.0,0.0,0.08129496402877698,0.0,0.002650351710737844,0.06746542151297713,0.09692338859846517
290,2014-05-01,May 2014,AMR,Region of the Americas,Jamaica,JAM,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2470526380004709,0.0,0.2470526380004709
291,2014-05-01,May 2014,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
292,2014-05-01,May 2014,AMR,Region of the Americas,Mexico,MEX,5661.0,910.0,266.0,0.0,0.0,0.04698816463522346,0.0,0.000651418092601287,0.04162214884410805,0.05282704275635131
293,2014-05-01,May 2014,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
294,2014-05-01,May 2014,AMR,Region of the Americas,Nicaragua,NIC,1627.0,69.0,0.0,0.0,0.0,0.0,0.0,0.002264720795724232,0.0,0.002264720795724232
295,2014-05-01,May 2014,AMR,Region of the Americas,Panama,PAN,404.0,39.0,0.0,0.0,0.0,0.0,0.0,0.009089329753605213,0.0,0.009089329753605213
296,2014-05-01,May 2014,AMR,Region of the Americas,Paraguay,PRY,320.0,323.0,0.0,0.0,0.0,0.0,0.0,0.01146155838807483,0.0,0.01146155838807483
297,2014-05-01,May 2014,AMR,Region of the Americas,Peru,PER,1078.0,769.0,5.0,3.0,0.002782931354359926,0.00463821892393321,0.0005742754568336183,0.008111176334501757,0.00150768030990038,0.01079061185046282
298,2014-05-01,May 2014,AMR,Region of the Americas,Puerto Rico,PRI,351.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01045459489474743,0.0,0.01045459489474743
299,2014-05-01,May 2014,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
300,2014-05-01,May 2014,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,,,,,,,,,,
301,2014-05-01,May 2014,AMR,Region of the Americas,Saint Lucia,LCA,,,,,,,,,,
302,2014-05-01,May 2014,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
303,2014-05-01,May 2014,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,,,,,,,,,,
304,2014-05-01,May 2014,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
305,2014-05-01,May 2014,AMR,Region of the Americas,Suriname,SUR,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.218019360910534,0.0,0.218019360910534
306,2014-05-01,May 2014,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
307,2014-05-01,May 2014,AMR,Region of the Americas,Turks and Caicos Islands,TCA,,,,,,,,,,
308,2014-05-01,May 2014,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
309,2014-05-01,May 2014,AMR,Region of the Americas,United States of America,USA,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.1000324355721051,0.0,0.1000324355721051
310,2014-05-01,May 2014,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
311,2014-05-01,May 2014,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,1927.0,0.0,5.0,0.0,0.0,0.002594706798131811,0.0,0.001912480992606156,0.0008430143060931687,0.006044709182478107
312,2014-05-01,May 2014,SEAR,South-East Asia Region,Thailand,THA,1436.0,,,,,,,,,
313,2014-06-01,Jun 2014,AMR,Region of the Americas,Anguilla,AIA,67.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0535696541270968,0.0,0.0535696541270968
314,2014-06-01,Jun 2014,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
315,2014-06-01,Jun 2014,AMR,Region of the Americas,Argentina,ARG,208.0,52.0,0.0,0.0,0.0,0.0,0.0,0.01757865790063073,0.0,0.01757865790063073
316,2014-06-01,Jun 2014,AMR,Region of the Americas,Aruba,ABW,,,,,,,,,,
317,2014-06-01,Jun 2014,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
318,2014-06-01,Jun 2014,AMR,Region of the Americas,Barbados,BRB,77.0,7.0,2.0,0.0,0.0,0.02597402597402598,0.0,0.04677806816040408,0.003161200300015821,0.09069715510534071
319,2014-06-01,Jun 2014,AMR,Region of the Americas,Belize,BLZ,146.0,15.0,,,,,,,,
320,2014-06-01,Jun 2014,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
321,2014-06-01,Jun 2014,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,949.0,44.0,14.0,0.0,0.0,0.01475237091675448,0.0,0.003879577630343977,0.008088106931374486,0.0246282034531643
322,2014-06-01,Jun 2014,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
323,2014-06-01,Jun 2014,AMR,Region of the Americas,Brazil,BRA,43244.0,16550.0,57.0,44.0,0.001017482194061604,0.001318101933216169,0.0007393984337655577,0.001365684352755312,0.0009984656776719973,0.001707421163491355
324,2014-06-01,Jun 2014,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
325,2014-06-01,Jun 2014,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
326,2014-06-01,Jun 2014,AMR,Region of the Americas,Cayman Islands,CYM,,,,,,,,,,
327,2014-06-01,Jun 2014,AMR,Region of the Americas,Chile,CHL,,,,,,,,,,
328,2014-06-01,Jun 2014,AMR,Region of the Americas,Colombia,COL,7707.0,2622.0,182.0,7.0,0.0009082652134423251,0.02361489554950045,0.0003652452209341038,0.001870472409081624,0.02034105753920551,0.0272554559393533
329,2014-06-01,Jun 2014,AMR,Region of the Americas,Costa Rica,CRI,1052.0,,,0.0,0.0,,0.0,0.003500398675418701,,
330,2014-06-01,Jun 2014,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
331,2014-06-01,Jun 2014,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
332,2014-06-01,Jun 2014,AMR,Region of the Americas,Dominica,DMA,132.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02755917772345751,0.0,0.02755917772345751
333,2014-06-01,Jun 2014,AMR,Region of the Americas,Dominican Republic,DOM,593.0,,33.0,9.0,0.01517706576728499,0.05564924114671164,0.006962792513156883,0.02861460553695272,0.03861232634244723,0.07726767145157643
334,2014-06-01,Jun 2014,AMR,Region of the Americas,Ecuador,ECU,2268.0,2268.0,10.0,2.0,0.0008818342151675485,0.004409171075837742,0.0001068120614073245,0.003181821368699576,0.002116332283903408,0.008093627126978253
335,2014-06-01,Jun 2014,AMR,Region of the Americas,El Salvador,SLV,5321.0,1477.0,9.0,0.0,0.0,0.001691411388836685,0.0,0.0006930278252896557,0.0007737035052427248,0.003208386682982458
336,2014-06-01,Jun 2014,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
337,2014-06-01,Jun 2014,AMR,Region of the Americas,Grenada,GRD,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1157033082220278,0.0,0.1157033082220278
338,2014-06-01,Jun 2014,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
339,2014-06-01,Jun 2014,AMR,Region of the Americas,Guatemala,GTM,997.0,133.0,5.0,4.0,0.004012036108324975,0.005015045135406218,0.001094193711313348,0.01024028960683343,0.001630316295411416,0.01166434679329797
340,2014-06-01,Jun 2014,AMR,Region of the Americas,Guyana,GUY,,,,,,,,,,
341,2014-06-01,Jun 2014,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
342,2014-06-01,Jun 2014,AMR,Region of the Americas,Honduras,HND,2650.0,,204.0,0.0,0.0,0.07698113207547169,0.0,0.001391061558358844,0.06711509279155356,0.08779324240146702
343,2014-06-01,Jun 2014,AMR,Region of the Americas,Jamaica,JAM,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.218019360910534,0.0,0.218019360910534
344,2014-06-01,Jun 2014,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
345,2014-06-01,Jun 2014,AMR,Region of the Americas,Mexico,MEX,8069.0,1446.0,367.0,0.0,0.0,0.04548271161234354,0.0,0.0004570623826823396,0.04103939059789924,0.05025789142925474
346,2014-06-01,Jun 2014,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
347,2014-06-01,Jun 2014,AMR,Region of the Americas,Nicaragua,NIC,2392.0,184.0,0.0,0.0,0.0,0.0,0.0,0.001540985146049403,0.0,0.001540985146049403
348,2014-06-01,Jun 2014,AMR,Region of the Americas,Panama,PAN,158.0,114.0,0.0,0.0,0.0,0.0,0.0,0.02307689798971957,0.0,0.02307689798971957
349,2014-06-01,Jun 2014,AMR,Region of the Americas,Paraguay,PRY,114.0,88.0,2.0,3.0,0.02631578947368421,0.01754385964912281,0.005460178318281142,0.07498184510007222,0.002131749420968204,0.06193869322990109
350,2014-06-01,Jun 2014,AMR,Region of the Americas,Peru,PER,1543.0,918.0,1.0,1.0,0.0006480881399870382,0.0006480881399870382,1.640803647178451e-05,0.003605571280491223,1.640803647178451e-05,0.003605571280491223
351,2014-06-01,Jun 2014,AMR,Region of the Americas,Puerto Rico,PRI,391.0,35.0,0.0,0.0,0.0,0.0,0.0,0.009390109284315606,0.0,0.009390109284315606
352,2014-06-01,Jun 2014,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
353,2014-06-01,Jun 2014,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,,,,,,,,,,
354,2014-06-01,Jun 2014,AMR,Region of the Americas,Saint Lucia,LCA,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.1277028676154324,0.0,0.1277028676154324
355,2014-06-01,Jun 2014,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
356,2014-06-01,Jun 2014,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,,,,,,,,,,
357,2014-06-01,Jun 2014,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
358,2014-06-01,Jun 2014,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
359,2014-06-01,Jun 2014,AMR,Region of the Americas,Trinidad and Tobago,TTO,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08809730287880235,0.0,0.08809730287880235
360,2014-06-01,Jun 2014,AMR,Region of the Americas,Turks and Caicos Islands,TCA,,,,,,,,,,
361,2014-06-01,Jun 2014,AMR,Region of the Americas,United States Virgin Islands,VIR,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581
362,2014-06-01,Jun 2014,AMR,Region of the Americas,United States of America,USA,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.06603151424442177,0.0,0.06603151424442177
363,2014-06-01,Jun 2014,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
364,2014-06-01,Jun 2014,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,3946.0,0.0,12.0,0.0,0.0,0.003041054232133807,0.0,0.0009344033793397921,0.001572313847655169,0.005306078014225716
365,2014-06-01,Jun 2014,SEAR,South-East Asia Region,Thailand,THA,2637.0,,,,,,,,,
366,2014-07-01,Jul 2014,AMR,Region of the Americas,Anguilla,AIA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
367,2014-07-01,Jul 2014,AMR,Region of the Americas,Antigua and Barbuda,ATG,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09739375591449195,0.0,0.09739375591449195
368,2014-07-01,Jul 2014,AMR,Region of the Americas,Argentina,ARG,178.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02051077471451057,0.0,0.02051077471451057
369,2014-07-01,Jul 2014,AMR,Region of the Americas,Aruba,ABW,306.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01198278926601459,0.0,0.01198278926601459
370,2014-07-01,Jul 2014,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
371,2014-07-01,Jul 2014,AMR,Region of the Americas,Barbados,BRB,102.0,11.0,,0.0,0.0,,0.0,0.03551932665788404,,
372,2014-07-01,Jul 2014,AMR,Region of the Americas,Belize,BLZ,228.0,25.0,13.0,0.0,0.0,0.05701754385964912,0.0,0.01604911407300125,0.03070530170042712,0.09552828173854988
373,2014-07-01,Jul 2014,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
374,2014-07-01,Jul 2014,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,533.0,32.0,5.0,0.0,0.0,0.009380863039399626,0.0,0.006897079797824057,0.003052757771602645,0.02175514265351852
375,2014-07-01,Jul 2014,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
376,2014-07-01,Jul 2014,AMR,Region of the Americas,Brazil,BRA,26630.0,9944.0,53.0,34.0,0.001276755538865941,0.001990236575291025,0.0008843473465777953,0.001783685212286179,0.00149116827486563,0.002602480265355198
377,2014-07-01,Jul 2014,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
378,2014-07-01,Jul 2014,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
379,2014-07-01,Jul 2014,AMR,Region of the Americas,Cayman Islands,CYM,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2059072142078227,0.0,0.2059072142078227
380,2014-07-01,Jul 2014,AMR,Region of the Americas,Chile,CHL,,,,,,,,,,
381,2014-07-01,Jul 2014,AMR,Region of the Americas,Colombia,COL,10526.0,4912.0,298.0,8.0,0.0007600228006840206,0.02831084932547976,0.0003281791894616438,0.00149699570260006,0.02522586478352375,0.03166031235456079
382,2014-07-01,Jul 2014,AMR,Region of the Americas,Costa Rica,CRI,1738.0,,,0.0,0.0,,0.0,0.002120234422401461,,
383,2014-07-01,Jul 2014,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
384,2014-07-01,Jul 2014,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
385,2014-07-01,Jul 2014,AMR,Region of the Americas,Dominica,DMA,,,,,,,,,,
386,2014-07-01,Jul 2014,AMR,Region of the Americas,Dominican Republic,DOM,536.0,,39.0,9.0,0.0167910447761194,0.07276119402985075,0.007705948086792484,0.03163452067382244,0.05224887957714312,0.09812702437029885
