,date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
4527,2021-05-01,May 2021,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
4528,2021-05-01,May 2021,AMR,Region of the Americas,Grenada,GRD,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4529,2021-05-01,May 2021,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
4530,2021-05-01,May 2021,AMR,Region of the Americas,Guatemala,GTM,186.0,41.0,1.0,1.0,0.005376344086021506,0.005376344086021506,0.0001361079836951822,0.02958952333693421,0.0001361079836951822,0.02958952333693421
4531,2021-05-01,May 2021,AMR,Region of the Americas,Guyana,GUY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975
4532,2021-05-01,May 2021,AMR,Region of the Americas,Haiti,HTI,2.0,,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581
4533,2021-05-01,May 2021,AMR,Region of the Americas,Honduras,HND,612.0,,25.0,0.0,0.0,0.04084967320261438,0.0,0.006009451385987575,0.02660724995586865,0.05971374611828018
4534,2021-05-01,May 2021,AMR,Region of the Americas,Jamaica,JAM,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4535,2021-05-01,May 2021,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
4536,2021-05-01,May 2021,AMR,Region of the Americas,Mexico,MEX,2004.0,193.0,17.0,0.0,0.0,0.008483033932135729,0.0,0.001839065054297174,0.004949221416531937,0.01354752059431596
4537,2021-05-01,May 2021,AMR,Region of the Americas,Montserrat,MSR,,,,,,,,,,
4538,2021-05-01,May 2021,AMR,Region of the Americas,Nicaragua,NIC,3120.0,24.0,0.0,0.0,0.0,0.0,0.0,0.001181634477905983,0.0,0.001181634477905983
4539,2021-05-01,May 2021,AMR,Region of the Americas,Panama,PAN,74.0,51.0,1.0,0.0,0.0,0.01351351351351351,0.0,0.0486276162379895,0.0003420740196647973,0.07300738850966482
4540,2021-05-01,May 2021,AMR,Region of the Americas,Paraguay,PRY,1256.0,108.0,,0.0,0.0,,0.0,0.002932697152212463,,
4541,2021-05-01,May 2021,AMR,Region of the Americas,Peru,PER,4080.0,3312.0,17.0,6.0,0.001470588235294118,0.004166666666666667,0.0005398651357076664,0.003198082993116185,0.002429053310404741,0.00666288150547568
4542,2021-05-01,May 2021,AMR,Region of the Americas,Puerto Rico,PRI,49.0,50.0,1.0,0.0,0.0,0.02040816326530612,0.0,0.07251926366427741,0.0005165564975932866,0.108541763968407
4543,2021-05-01,May 2021,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
4544,2021-05-01,May 2021,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4545,2021-05-01,May 2021,AMR,Region of the Americas,Saint Lucia,LCA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133
4546,2021-05-01,May 2021,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
4547,2021-05-01,May 2021,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4548,2021-05-01,May 2021,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
4549,2021-05-01,May 2021,AMR,Region of the Americas,Suriname,SUR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4550,2021-05-01,May 2021,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
4551,2021-05-01,May 2021,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4552,2021-05-01,May 2021,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4553,2021-05-01,May 2021,AMR,Region of the Americas,United States of America,USA,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
4554,2021-05-01,May 2021,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4555,2021-05-01,May 2021,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,392.0,9.0,1.0,0.0,0.0,0.002551020408163265,0.0,0.009366267457709743,6.45841592112716e-05,0.0141307716454826
4556,2021-05-01,May 2021,SEAR,South-East Asia Region,Bangladesh,BGD,40.0,,,0.0,0.0,,0.0,0.08809730287880235,,
4557,2021-05-01,May 2021,SEAR,South-East Asia Region,Nepal,NPL,4.0,,,,,,,,,
4558,2021-05-01,May 2021,SEAR,South-East Asia Region,Sri Lanka,LKA,1257.0,,,,,,,,,
4559,2021-05-01,May 2021,SEAR,South-East Asia Region,Thailand,THA,1089.0,,,1.0,0.0009182736455463728,,2.324840558660722e-05,0.00510556704894811,,
4560,2021-06-01,Jun 2021,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
4561,2021-06-01,Jun 2021,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
4562,2021-06-01,Jun 2021,AMR,Region of the Americas,Argentina,ARG,,,,,,,,,,
4563,2021-06-01,Jun 2021,AMR,Region of the Americas,Aruba,ABW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4564,2021-06-01,Jun 2021,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
4565,2021-06-01,Jun 2021,AMR,Region of the Americas,Barbados,BRB,19.0,0.0,,0.0,0.0,,0.0,0.1764669118069653,,
4566,2021-06-01,Jun 2021,AMR,Region of the Americas,Belize,BLZ,285.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01286003064593089,0.0,0.01286003064593089
4567,2021-06-01,Jun 2021,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4568,2021-06-01,Jun 2021,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,423.0,112.0,1.0,0.0,0.0,0.002364066193853428,0.0,0.008682839722231717,5.985118280462182e-05,0.01310077591641812
4569,2021-06-01,Jun 2021,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
4570,2021-06-01,Jun 2021,AMR,Region of the Americas,Brazil,BRA,104415.0,44338.0,54.0,32.0,0.0003064693770052195,0.000517167073696308,0.0002096339747004806,0.0004326160232976835,0.0003885349583844662,0.0006747376626535043
4571,2021-06-01,Jun 2021,AMR,Region of the Americas,British Virgin Islands,VGB,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4572,2021-06-01,Jun 2021,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4573,2021-06-01,Jun 2021,AMR,Region of the Americas,Cayman Islands,CYM,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4574,2021-06-01,Jun 2021,AMR,Region of the Americas,Chile,CHL,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4575,2021-06-01,Jun 2021,AMR,Region of the Americas,Colombia,COL,3035.0,1615.0,44.0,0.0,0.0,0.01449752883031302,0.0,0.001214707922473171,0.01055316317832397,0.01941385520209082
4576,2021-06-01,Jun 2021,AMR,Region of the Americas,Costa Rica,CRI,385.0,33.0,0.0,0.0,0.0,0.0,0.0,0.009535748710755021,0.0,0.009535748710755021
4577,2021-06-01,Jun 2021,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
4578,2021-06-01,Jun 2021,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
4579,2021-06-01,Jun 2021,AMR,Region of the Americas,Dominica,DMA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4580,2021-06-01,Jun 2021,AMR,Region of the Americas,Dominican Republic,DOM,151.0,0.0,16.0,2.0,0.01324503311258278,0.1059602649006623,0.001608079228593043,0.04702497929658178,0.06179006009262581,0.1663656919366133
4581,2021-06-01,Jun 2021,AMR,Region of the Americas,Ecuador,ECU,2994.0,2994.0,15.0,0.0,0.0,0.00501002004008016,0.0,0.001231331953964729,0.002806699806203644,0.008249823811396717
4582,2021-06-01,Jun 2021,AMR,Region of the Americas,El Salvador,SLV,774.0,-1.0,2.0,0.0,0.0,0.002583979328165375,0.0,0.00475465479829741,0.0003130852167723004,0.009302770726496545
4583,2021-06-01,Jun 2021,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
4584,2021-06-01,Jun 2021,AMR,Region of the Americas,Grenada,GRD,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1764669118069653,0.0,0.1764669118069653
4585,2021-06-01,Jun 2021,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
4586,2021-06-01,Jun 2021,AMR,Region of the Americas,Guatemala,GTM,321.0,117.0,3.0,0.0,0.0,0.009345794392523364,0.0,0.01142605736951996,0.001931489918910297,0.02706798123858334
4587,2021-06-01,Jun 2021,AMR,Region of the Americas,Guyana,GUY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4588,2021-06-01,Jun 2021,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
4589,2021-06-01,Jun 2021,AMR,Region of the Americas,Honduras,HND,1051.0,,59.0,0.0,0.0,0.05613701236917221,0.0,0.003503723375028657,0.04300525499773968,0.07181846659277102
4590,2021-06-01,Jun 2021,AMR,Region of the Americas,Jamaica,JAM,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4591,2021-06-01,Jun 2021,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
4592,2021-06-01,Jun 2021,AMR,Region of the Americas,Mexico,MEX,3874.0,443.0,9.0,0.0,0.0,0.002323180175529169,0.0,0.0009517614117084879,0.001062839021293524,0.00440551855256256
4593,2021-06-01,Jun 2021,AMR,Region of the Americas,Montserrat,MSR,,,,,,,,,,
4594,2021-06-01,Jun 2021,AMR,Region of the Americas,Nicaragua,NIC,4007.0,48.0,2.0,0.0,0.0,0.0004991265285749938,0.0,0.0009201851678613792,6.045225495070868e-05,0.001801841552871713
4595,2021-06-01,Jun 2021,AMR,Region of the Americas,Panama,PAN,247.0,190.0,2.0,0.0,0.0,0.008097165991902834,0.0,0.0148237646055962,0.0009821130176945617,0.02894202211406349
4596,2021-06-01,Jun 2021,AMR,Region of the Americas,Paraguay,PRY,852.0,36.0,,0.0,0.0,,0.0,0.004320311209255764,,
4597,2021-06-01,Jun 2021,AMR,Region of the Americas,Peru,PER,4190.0,3500.0,2.0,-1.0,,0.000477326968973747,,,5.781173864922088e-05,0.001723194436004312
4598,2021-06-01,Jun 2021,AMR,Region of the Americas,Puerto Rico,PRI,41.0,34.0,3.0,0.0,0.0,0.07317073170731707,0.0,0.08604383629402845,0.01535147153341665,0.1992459783766629
4599,2021-06-01,Jun 2021,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
4600,2021-06-01,Jun 2021,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4601,2021-06-01,Jun 2021,AMR,Region of the Americas,Saint Lucia,LCA,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581
4602,2021-06-01,Jun 2021,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
4603,2021-06-01,Jun 2021,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.1684334709830854,0.0,0.1684334709830854
4604,2021-06-01,Jun 2021,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
4605,2021-06-01,Jun 2021,AMR,Region of the Americas,Suriname,SUR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4606,2021-06-01,Jun 2021,AMR,Region of the Americas,Trinidad and Tobago,TTO,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
4607,2021-06-01,Jun 2021,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4608,2021-06-01,Jun 2021,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4609,2021-06-01,Jun 2021,AMR,Region of the Americas,United States of America,USA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133
4610,2021-06-01,Jun 2021,AMR,Region of the Americas,Uruguay,URY,,,,,,,,,,
4611,2021-06-01,Jun 2021,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,517.0,16.0,0.0,1.0,0.001934235976789168,0.0,4.896941601565674e-05,0.01072934564844152,0.0,0.007109768510821235
4612,2021-06-01,Jun 2021,SEAR,South-East Asia Region,Bangladesh,BGD,229.0,,,0.0,0.0,,0.0,0.01597959357135759,,
4613,2021-06-01,Jun 2021,SEAR,South-East Asia Region,Nepal,NPL,3.0,,,,,,,,,
4614,2021-06-01,Jun 2021,SEAR,South-East Asia Region,Sri Lanka,LKA,2663.0,,,,,,,,,
4615,2021-06-01,Jun 2021,SEAR,South-East Asia Region,Thailand,THA,1604.0,,,2.0,0.001246882793017456,,0.0001510389767929171,0.004496839649886359,,
4616,2021-07-01,Jul 2021,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
4617,2021-07-01,Jul 2021,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
4618,2021-07-01,Jul 2021,AMR,Region of the Americas,Argentina,ARG,,,,,,,,,,
4619,2021-07-01,Jul 2021,AMR,Region of the Americas,Aruba,ABW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4620,2021-07-01,Jul 2021,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
4621,2021-07-01,Jul 2021,AMR,Region of the Americas,Barbados,BRB,3.0,0.0,,0.0,0.0,,0.0,0.7075982261787133,,
4622,2021-07-01,Jul 2021,AMR,Region of the Americas,Belize,BLZ,262.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01398103725640065,0.0,0.01398103725640065
4623,2021-07-01,Jul 2021,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4624,2021-07-01,Jul 2021,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,337.0,34.0,1.0,0.0,0.0,0.002967359050445104,0.0,0.01088653785959537,7.512420469521565e-05,0.01642135986944748
4625,2021-07-01,Jul 2021,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
4626,2021-07-01,Jul 2021,AMR,Region of the Americas,Brazil,BRA,49473.0,19046.0,21.0,11.0,0.0002223435004952196,0.0004244739554908738,0.00011099813260448,0.0003977990322176068,0.0002627746622082719,0.0006487807343576328
4627,2021-07-01,Jul 2021,AMR,Region of the Americas,British Virgin Islands,VGB,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4628,2021-07-01,Jul 2021,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4629,2021-07-01,Jul 2021,AMR,Region of the Americas,Cayman Islands,CYM,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4630,2021-07-01,Jul 2021,AMR,Region of the Americas,Chile,CHL,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4631,2021-07-01,Jul 2021,AMR,Region of the Americas,Colombia,COL,2662.0,1825.0,65.0,12.0,0.004507888805409466,0.02441773102930128,0.002331395454119794,0.007861121097229473,0.01889445645146424,0.03101768469044064
4632,2021-07-01,Jul 2021,AMR,Region of the Americas,Costa Rica,CRI,486.0,30.0,0.0,0.0,0.0,0.0,0.0,0.007561553459107362,0.0,0.007561553459107362
4633,2021-07-01,Jul 2021,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
4634,2021-07-01,Jul 2021,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
4635,2021-07-01,Jul 2021,AMR,Region of the Americas,Dominica,DMA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4636,2021-07-01,Jul 2021,AMR,Region of the Americas,Dominican Republic,DOM,165.0,0.0,22.0,1.0,0.006060606060606061,0.1333333333333333,0.0001534294890027204,0.03330343188883422,0.0854825435326852,0.1948835331286463
4637,2021-07-01,Jul 2021,AMR,Region of the Americas,Ecuador,ECU,1676.0,1676.0,17.0,0.0,0.0,0.01014319809069212,0.0,0.002198581632006407,0.005919575736990248,0.01619071696315544
4638,2021-07-01,Jul 2021,AMR,Region of the Americas,El Salvador,SLV,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00870332537380858,0.0,0.00870332537380858
4639,2021-07-01,Jul 2021,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
4640,2021-07-01,Jul 2021,AMR,Region of the Americas,Grenada,GRD,,,,,,,,,,
4641,2021-07-01,Jul 2021,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
4642,2021-07-01,Jul 2021,AMR,Region of the Americas,Guatemala,GTM,300.0,82.0,2.0,0.0,0.0,0.006666666666666667,0.0,0.01222097469429351,0.0008083864127997919,0.02387349757217361
4643,2021-07-01,Jul 2021,AMR,Region of the Americas,Guyana,GUY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4644,2021-07-01,Jul 2021,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
4645,2021-07-01,Jul 2021,AMR,Region of the Americas,Honduras,HND,1196.0,,68.0,0.0,0.0,0.0568561872909699,0.0,0.003079595656878467,0.0444180943307706,0.07152526922689906
4646,2021-07-01,Jul 2021,AMR,Region of the Americas,Jamaica,JAM,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1684334709830854,0.0,0.1684334709830854
4647,2021-07-01,Jul 2021,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
4648,2021-07-01,Jul 2021,AMR,Region of the Americas,Mexico,MEX,4000.0,427.0,19.0,3.0,0.00075,0.00475,0.0001546947446580446,0.002190238662875192,0.002862159806058765,0.007407816996073957
4649,2021-07-01,Jul 2021,AMR,Region of the Americas,Montserrat,MSR,,,,,,,,,,
4650,2021-07-01,Jul 2021,AMR,Region of the Americas,Nicaragua,NIC,2682.0,24.0,1.0,0.0,0.0,0.0003728560775540641,0.0,0.001374475665714127,9.439854021586924e-06,0.002075651415327477
4651,2021-07-01,Jul 2021,AMR,Region of the Americas,Panama,PAN,233.0,172.0,0.0,0.0,0.0,0.0,0.0,0.01570743174646871,0.0,0.01570743174646871
4652,2021-07-01,Jul 2021,AMR,Region of the Americas,Paraguay,PRY,435.0,13.0,,0.0,0.0,,0.0,0.00844432732903666,,
4653,2021-07-01,Jul 2021,AMR,Region of the Americas,Peru,PER,2148.0,1892.0,5.0,3.0,0.001396648044692737,0.002327746741154563,0.0002881150656197507,0.004076122029619292,0.0007562315445712476,0.005423756761488019
4654,2021-07-01,Jul 2021,AMR,Region of the Americas,Puerto Rico,PRI,53.0,47.0,3.0,0.0,0.0,0.05660377358490566,0.0,0.0672345463063011,0.01182871885913364,0.1566294621723749
4655,2021-07-01,Jul 2021,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
4656,2021-07-01,Jul 2021,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4657,2021-07-01,Jul 2021,AMR,Region of the Americas,Saint Lucia,LCA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4658,2021-07-01,Jul 2021,AMR,Region of the Americas,Saint Martin (French part),MAF,,,,,,,,,,
4659,2021-07-01,Jul 2021,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.4592581264399004,0.0,0.4592581264399004
4660,2021-07-01,Jul 2021,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
4661,2021-07-01,Jul 2021,AMR,Region of the Americas,Suriname,SUR,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975
4662,2021-07-01,Jul 2021,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
4663,2021-07-01,Jul 2021,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4664,2021-07-01,Jul 2021,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4665,2021-07-01,Jul 2021,AMR,Region of the Americas,United States of America,USA,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2849141529181544,0.0,0.2849141529181544
4666,2021-07-01,Jul 2021,AMR,Region of the Americas,Uruguay,URY,,,,,,,,,,
4667,2021-07-01,Jul 2021,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,401.0,4.0,0.0,-1.0,,0.0,,,0.0,0.009157017437212978
4668,2021-07-01,Jul 2021,SEAR,South-East Asia Region,Bangladesh,BGD,2570.0,,,0.0,0.0,,0.0,0.001434332016450129,,
4669,2021-07-01,Jul 2021,SEAR,South-East Asia Region,Nepal,NPL,42.0,,,,,,,,,
4670,2021-07-01,Jul 2021,SEAR,South-East Asia Region,Sri Lanka,LKA,3759.0,,,,,,,,,
4671,2021-07-01,Jul 2021,SEAR,South-East Asia Region,Thailand,THA,1024.0,,,1.0,0.0009765625,,2.472411621365894e-05,0.005428927737062939,,
4672,2021-08-01,Aug 2021,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
4673,2021-08-01,Aug 2021,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
4674,2021-08-01,Aug 2021,AMR,Region of the Americas,Argentina,ARG,,,,,,,,,,
4675,2021-08-01,Aug 2021,AMR,Region of the Americas,Aruba,ABW,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4676,2021-08-01,Aug 2021,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
4677,2021-08-01,Aug 2021,AMR,Region of the Americas,Barbados,BRB,11.0,0.0,,0.0,0.0,,0.0,0.2849141529181544,,
4678,2021-08-01,Aug 2021,AMR,Region of the Americas,Belize,BLZ,237.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01544438531242709,0.0,0.01544438531242709
4679,2021-08-01,Aug 2021,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4680,2021-08-01,Aug 2021,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,251.0,19.0,1.0,0.0,0.0,0.00398406374501992,0.0,0.01458926107259273,0.0001008626739120304,0.02199668167179369
4681,2021-08-01,Aug 2021,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
4682,2021-08-01,Aug 2021,AMR,Region of the Americas,Brazil,BRA,37573.0,12333.0,17.0,14.0,0.0003726079897798951,0.0004524525590184441,0.0002037227496974721,0.0006250939447925262,0.0002635916771444823,0.0007243218657564901
4683,2021-08-01,Aug 2021,AMR,Region of the Americas,British Virgin Islands,VGB,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4684,2021-08-01,Aug 2021,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4685,2021-08-01,Aug 2021,AMR,Region of the Americas,Cayman Islands,CYM,,,,,,,,,,
4686,2021-08-01,Aug 2021,AMR,Region of the Americas,Chile,CHL,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4687,2021-08-01,Aug 2021,AMR,Region of the Americas,Colombia,COL,3424.0,2016.0,78.0,7.0,0.002044392523364486,0.0227803738317757,0.0008223345129516584,0.0042076654131467,0.01804758860439375,0.02835031803692789
4688,2021-08-01,Aug 2021,AMR,Region of the Americas,Costa Rica,CRI,541.0,14.0,0.0,0.0,0.0,0.0,0.0,0.006795437035545637,0.0,0.006795437035545637
4689,2021-08-01,Aug 2021,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
4690,2021-08-01,Aug 2021,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
4691,2021-08-01,Aug 2021,AMR,Region of the Americas,Dominica,DMA,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4692,2021-08-01,Aug 2021,AMR,Region of the Americas,Dominican Republic,DOM,344.0,0.0,14.0,2.0,0.005813953488372093,0.04069767441860465,0.0007048738929467011,0.02084311283196982,0.02242548077068673,0.06734160616306151
4693,2021-08-01,Aug 2021,AMR,Region of the Americas,Ecuador,ECU,990.0,990.0,2.0,0.0,0.0,0.00202020202020202,0.0,0.003719207414218832,0.0002447495406210063,0.007278433101863047
4694,2021-08-01,Aug 2021,AMR,Region of the Americas,El Salvador,SLV,640.0,6.0,3.0,0.0,0.0,0.0046875,0.0,0.005747294893332914,0.0009677203547355176,0.0136372626681609
4695,2021-08-01,Aug 2021,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
4696,2021-08-01,Aug 2021,AMR,Region of the Americas,Grenada,GRD,,,,,,,,,,
4697,2021-08-01,Aug 2021,AMR,Region of the Americas,Guadeloupe,GLP,,,,,,,,,,
4698,2021-08-01,Aug 2021,AMR,Region of the Americas,Guatemala,GTM,348.0,93.0,3.0,1.0,0.002873563218390805,0.008620689655172414,7.274967540795057e-05,0.01590570038765016,0.001781334017726433,0.02498530671294164
4699,2021-08-01,Aug 2021,AMR,Region of the Americas,Guyana,GUY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4700,2021-08-01,Aug 2021,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
4701,2021-08-01,Aug 2021,AMR,Region of the Americas,Honduras,HND,1453.0,,78.0,2.0,0.001376462491397109,0.05368203716448727,0.000166739484038252,0.004963324217047314,0.04266147551461746,0.06654764056943685
4702,2021-08-01,Aug 2021,AMR,Region of the Americas,Jamaica,JAM,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
4703,2021-08-01,Aug 2021,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,
4704,2021-08-01,Aug 2021,AMR,Region of the Americas,Mexico,MEX,3396.0,420.0,24.0,3.0,0.0008833922261484099,0.007067137809187279,0.000182213778070315,0.00257945562353897,0.004533143637618052,0.01049720192756531
4705,2021-08-01,Aug 2021,AMR,Region of the Americas,Montserrat,MSR,,,,,,,,,,
4706,2021-08-01,Aug 2021,AMR,Region of the Americas,Nicaragua,NIC,2837.0,31.0,0.0,0.0,0.0,0.0,0.0,0.001299429754970853,0.0,0.001299429754970853
4707,2021-08-01,Aug 2021,AMR,Region of the Americas,Panama,PAN,358.0,248.0,0.0,0.0,0.0,0.0,0.0,0.01025122685126911,0.0,0.01025122685126911
4708,2021-08-01,Aug 2021,AMR,Region of the Americas,Paraguay,PRY,365.0,2.0,,0.0,0.0,,0.0,0.01005561980441294,,
4709,2021-08-01,Aug 2021,AMR,Region of the Americas,Peru,PER,2031.0,1686.0,2.0,0.0,0.0,0.0009847365829640572,0.0,0.001814638822745405,0.0001192784245367981,0.003552634657438083
4710,2021-08-01,Aug 2021,AMR,Region of the Americas,Puerto Rico,PRI,35.0,30.0,2.0,0.0,0.0,0.05714285714285714,0.0,0.1000324355721051,0.006996763628309519,0.1915714063452392
4711,2021-08-01,Aug 2021,AMR,Region of the Americas,Saint Barthélemy,BLM,,,,,,,,,,
